File name;Alliance 2-Ball Trench.Question013;Alliance 3-Ball Trench.Question012;Auton High Goal.Question010;Auton Low Goal.Question011;Climb Position Middle .Question034;Climb Position Right.Question035;Climbed Position Left.Question033;Climbed.Question032;Crossed initiation line.Question009;Defense.Question037;Did Position Control.Question043;Did Rotation Control.Question042;High Goal Cycles.Question022;High Goal Cycles.Question023;High Goal Cycles.Question024;High Goal Cycles.Question025;High Goal Cycles.Question026;Load Cycles.Question017;Load Cycles.Question018;Load Cycles.Question019;Load Cycles.Question020;Load Cycles.Question021;Low Goal Cycles.Question027;Low Goal Cycles.Question028;Low Goal Cycles.Question029;Low Goal Cycles.Question030;Low Goal Cycles.Question031;Match#.Question001;Match#.Question002;Match#.Question003;Opponent 2-Ball Trench.Question016;Opponent 3-Ball Trench .Question015;Pick-Up.Question038;Played Defense.Question041;Position Control.Question040;Position.Question008;Rendezvous.Question014;Rotation Control.Question039;Speed.Question036;Team#.Question004;Team#.Question005;Team#.Question006;Team#.Question007
36;;;;;1;;;1;0;0;1;1;;01|02;;;;01|02|03;01|02|03|04;;;;;01;;;01;0;0;8;;;2;1;2;R2;;1;1;0;0;5;6
58;;;;3;;1;;1;1;1;;1;;;;;;;;;;;01|02|03|04;;;;;0;1;1;;1;1;1;1;R1;;1;1;0;0;4;1
37;;;;;;;;0;0;1;;;;;01|02|03|04|05|06|07|08;;01|02|03;01|02|03|04|05;01|02|03|04|05|06|07|08|09;;;;;;01|02;;01|02|03;0;0;8;;;1;1;1;R1;;1;1;0;0;5;7
59;;1;2;;;1;;1;1;1;1;1;01|02|03|04|05|06|07|08|09|10|11|12;;;;;01|02|03|04|05|06|07|08|09|10|11|12;;;;;01|02|03|04;;;;;0;1;1;;;2;;1;B3;;1;2;0;0;4;0
38;;;3|4;1;;;1;1;1;2;1;;01|02;;;;;01|02|03|04|05;01;01|02|03|04;01;01|02|03|04;01|02|03|04;;;01|02|03|04|05;01;0;0;8;1;;2;1;0;B3;1;1;1;0;0;5;8
39;;;;;;;;0;0;1;1;1;;;;;01;01|02|03;01|02|03|04|05|06|07|08;;01|02|03|04|05;;;01|02;;;;0;0;8;;;2;1;1;B2;;1;1;0;0;5;9
60;;;;3;;;;0;1;1;1;1;;;;;;01|02|03|04|05|06|07|08|09|10|11|12|13;;;;;01|02;01;;;;0;1;1;;;1;;0;B2;1;2;1;0;0;3;9
61;;;;;;;;0;1;1;;;;;;;;;;;;;01|02|03|04|05|06|07;;;;;0;1;1;;1;1;;1;B1;;1;1;0;0;3;8
40;1;1;3|4;1;1;;;1;1;2;1;;01|02|03|04;;;;;01;01|02|03|04|05|06|07|08|09|10;01|02|03|04|05|06|07;01|02;01;01|02|03|04|05|06|07|08|09|10;;;;;0;0;8;;;0;1;2;B1;;1;1;0;0;6;0
62;;;;;1;;;1;0;1;1;1;;01|02;;;01;;;;;;;;;;;0;0;9;;;0;;2;R3;;2;0;0;0;3;5
41;;;;;;1;;1;0;1;;;;01|02;;;;01|02|03|04|05;01;;;01;01|02|03|04;;;;;0;0;6;;;0;;1;R3;;1;1;0;0;6;1
63;;1;3;;;;;0;1;1;1;;01|02|03|04|05|06|07;;;;;01|02|03|04|05|06|07|08;01|02;01;;;01|03|04|05|06;;;;;0;0;9;;;2;;2;R2;;1;2;0;0;3;4
42;1;;2|3;4;;;1;1;1;0;1;1;;;;01|02|03|04|05;;;01|02|03|04|05|06|07|08;01|02|03;;01|02|03|04|05|06|07;01|02|03|04|05;01|02|03|04|05|06|07;;;;0;0;6;;1;2;1;2;R2;1;0;1;0;0;6;3
43;;;;;1;;;1;0;2;1;1;01|02|03|04;;;;;01|02|03;01;01|02;01|02|03|04|05|06|07|08|09|10|11|12|13;;;;;01|02|03|04|05;01|02|03;0;0;6;;;2;1;2;R1;;1;1;0;0;6;4
